"","house_price","rental_agency","city","bedrooms","surface"
"8715",2250,"House of Rentals","Amsterdam",5,130
"8716",1775,"Rotsvast Amsterdam","Amsterdam",2,70
"8717",2295,"Housing Solutions","Hellevoetsluis",4,90
"8718",1368,"Hopmans Wonen","Middelburg",2,70
"8719",950,"Tuitman Vastgoed","Groningen",3,55
"8720",1800,"Tuitman Vastgoed","Groningen",3,140
"8721",795,"Rotsvast Middelburg","Vlissingen",3,65
"8722",1550,"AT Real Estate Agent","Amsterdam",3,70
"8723",1700,"ViaDaan","Amsterdam",3,70
"8724",1495,"Ros Verhuurmakelaar","Utrecht",3,100
"8725",950,"Vlogmakelaars","Rotterdam",2,75
"8726",895,"Housing Totaal","Veldhoven",2,55
"8727",2200,"PM Housing","Rotterdam",3,75
"8728",2100,"PM Housing","Rotterdam",3,75
"8729",2475,"PM Housing","Rotterdam",3,105
"8730",730,"Linda Housing","Rotterdam",1,20
"8731",1975,"Amsterdam Gooi Real Estate","Amsterdam",3,95
"8732",1500,"P&P Vastgoed Makelaars B.V.","Amsterdam",2,42
"8733",1295,"Stoit Groep","Eindhoven",3,75
"8734",1475,"LIV Residential","Amsterdam",3,74
"8735",1695,"LIV Residential","Amsterdam",4,116
"8736",2600,"Broersma Makelaardij","Amsterdam",4,95
"8737",1325,"Compass Housing Amsterdam","Amsterdam",3,68
"8738",1600,"Maasstad Woningverhuur","Rotterdam",3,122
"8739",1195,"Björnd Makelaardij","Delft",3,55
"8740",1050,"Stad en Land Makelaars","Dordrecht",1,45
"8741",1950,"Koops Makelaardij Leiden","Leiden",2,75
"8742",1750,"Housedby","Den Bosch",3,100
"8743",1850,"Hoen Vastgoedbeheer ","Amsterdam",3,62
"8744",925,"Reham Makelaars | Taxateurs","Terneuzen",3,75
"8745",795,"Max Property Rentals","Rotterdam",2,41
"8746",750,"Urban Homies","Amsterdam",1,97
"8747",700,"Urban Homies","Amsterdam",1,97
"8748",1650,"Vastgoed Unie Makelaardij ","Amsterdam",3,80
"8749",2750,"Brummel & Beuk Makelaars ","Amsterdam",4,130
"8750",1250,"Brummel & Beuk Makelaars ","Naarden",4,65
"8751",2025,"Tweelwonen.nl Den Haag","Den Haag",3,75
"8752",1450,"Rent an Apartment","Rotterdam",3,160
"8753",3750,"Avenir Vastgoed","Den Haag",8,210
"8754",2500,"Koenders Makelaardij","Den Haag",6,167
"8755",4750,"Interhouse verhuurmakelaars Hilversum & Almere","Bussum",5,264
"8756",1200,"Ooms Makelaars Woningen","Rotterdam",1,97
"8757",2650,"Eefje Voogd Makelaardij","Amsterdam",3,97
"8758",1650,"RE/MAX Pro","Amsterdam",3,75
"8759",850,"Tweelwonen.nl Leiden","Leiden",2,28
"8760",1850,"Valerius Rentals","Amsterdam",3,56
"8761",1750,"Valerius Rentals","Amsterdam",3,46
"8762",3300,"Broersma Makelaardij","Amsterdam",3,115
"8763",1850,"Amsterdam Housing","Amsterdam",3,90
"8764",1950,"Dutch Housing Centre BV","Amsterdam",2,85
"8765",995,"Björnd Makelaardij","Delft",1,34
"8766",1150,"Björnd Makelaardij","Delft",2,34
"8767",1095,"Björnd Makelaardij","Delft",2,50
"8768",1195,"Björnd Makelaardij","Delft",2,40
"8769",935,"P&D Housing","Tilburg",2,55
"8770",1325,"Compass Housing Amsterdam","Amsterdam",3,68
"8771",995,"Björnd Makelaardij","Delft",1,36
"8772",2275,"Kolpa Makelaars B.V.","Rotterdam",3,144
"8773",1995,"Koops Makelaardij Amstelveen","Amstelveen",6,120
"8774",3000,"Lighthouse Property Services","Haarlem",2,200
"8775",1150,"HouseHunting Eindhoven","Eindhoven",2,70
"8776",1050,"PeOos Vakantiewoningen","Noordwijk",3,80
"8777",1150,"Vivir Wonen","Made",2,76
"8778",2450,"Vivir Wonen","Made",3,155
"8779",1150,"Vivir Wonen","Made",2,79
"8780",1800,"Out Amsterdam","Amsterdam",4,106
"8781",1500,"Rotsvast Amstelveen","Amstelveen",2,55
"8782",1750,"Renthouse Vastgoed","Amstelveen",3,92
"8783",1100,"Van Santvoort Makelaars Eersel","Eersel",2,70
"8784",490,"Hopmans Wonen","Axel",1,25
"8785",550,"Maasland Relocation","Maastricht",2,18
"8786",620,"Maasland Relocation","Maastricht",2,24
"8787",1200,"City Estate","Rozenburg",3,58
"8788",375,"BVwonen","Breda",2,14
"8789",400,"BVwonen","Tilburg",2,15
"8790",485,"Woonder","Maastricht",1,30
"8791",1650,"Noordelijk Woningvastgoed BV","Assen",3,90
"8792",9708,"Grand Prix Rentals","Valkenswaard",9,878
"8793",1695,"Koops Makelaardij Amsterdam","Amsterdam",4,100
"8794",700,"Greter & Greter","Amsterdam",1,25
"8795",700,"Greter & Greter","Amsterdam",1,25
"8796",2000,"Reedijk Real Estate","Delft",5,117
"8797",475,"Friened Verhuur","Leeuwarden",1,18
"8798",600,"Friened Verhuur","Leeuwarden",1,32
"8799",995,"Housing Solutions","Pernis Rotterdam",2,50
"8800",995,"Housing Solutions","Pernis Rotterdam",2,50
"8801",1475,"Hoogveste BV","Amstelveen",1,40
"8802",935,"P&D Housing","Tilburg",2,55
"8803",1895,"Interhouse verhuurmakelaars Eindhoven","Eindhoven",5,173
"8804",850,"MIJN HUIS en ik","Voerendaal",2,78
"8805",995,"Star Housing","Maastricht",2,55
"8806",975,"123Wonen Zeeland","Oud-Vossemeer",6,184
"8807",1525,"Stam Vastgoed","Hilversum",3,110
"8808",2000,"Stam Vastgoed","Weesp",4,98
"8809",1250,"Riva Rentals","Rotterdam",2,64
"8810",1049,"Woonstad Rotterdam","Rotterdam",4,117
"8811",1250,"27 Huis Makelaars","Amsterdam",2,45
"8812",1800,"De Gouden Makelaar","Blaricum",5,108
"8813",2400,"Amsterdamse Maatschappij","Amsterdam",3,125
"8814",1500,"Onesta Vastgoed","Den Haag",3,101
"8815",1380,"Amsterdam Housing","Amstelveen",3,80
"8816",1200,"Oude Delft Makelaardij","Delft",3,64
"8817",1100,"Vesting Vastgoed","Den Haag",3,68
"8818",1150,"'t Mauritshuis Makelaars","Wageningen",3,80
"8819",1650,"Interhouse verhuurmakelaars Sassenheim","Noordwijk",4,112
"8820",1485,"Portsville","Rotterdam",3,85
"8821",995,"Portsville","Rotterdam",2,40
"8822",950,"Kamen Home Rentals BV","Dordrecht",1,60
"8823",1200,"VRC - Veth Realty & Consultancy BV","Haarlem",2,60
"8824",2975,"Home of Orange","Amsterdam",5,184
"8825",1895,"Homeland Real Estate","Leiderdorp",6,187
"8826",1700,"Vissers Vastgoed Maastricht","Heerlen",2,300
"8827",1695,"De Regenbogen Beheer","Den Haag",3,75
"8828",1900,"Sonar appartementen","Den Haag",3,90
"8829",1695,"Eigen Haard","Leiden",3,129
"8830",1950,"Eigen Haard","Leiden",4,130
"8831",2500,"The Rental Agency Amsterdam","Amsterdam",3,120
"8832",1750,"Home of Orange","Hoofddorp",5,104
"8833",1350,"Hevesta Bemiddeling","Amsterdam",1,37
"8834",1325,"Compass Housing Amsterdam","Amsterdam",3,68
"8835",1395,"Homeland Real Estate","Leidschendam",3,82
"8836",1590,"HouseHunting SchipholRegio & Haarlem e.o.","Hoofddorp",2,70
"8837",1195,"Brick Brokers","Bussum",4,88
"8838",575,"BenHousing","Rotterdam",1,14
"8839",595,"BenHousing","Rotterdam",1,15
"8840",920,"Rotsvast Hilversum","Hilversum",2,69
"8841",1895,"Lightcity Housing","Eindhoven",5,166
"8842",1850,"2ndhome4u","Lelystad",6,125
"8843",2205,"AB&P Vaassen","Roermond",10,340
"8844",1787,"AB&P Vaassen","Roermond",10,262
"8845",1400,"Brick Vastgoed","Eindhoven",4,140
"8846",1495,"Fransen Vastgoed","Vlaardingen",5,100
"8847",795,"Rotsvast Eindhoven","Eindhoven",1,25
"8848",1150,"Henri Kox Makelaardij","Valkenswaard",5,150
"8849",1600,"Mr and Ms Rent","Maastricht",1,220
"8850",1500,"Expat & Property Management","Den Haag",4,100
"8851",1300,"Brick Vastgoed","Eindhoven",3,100
"8852",785,"HouseHunting Tilburg","Tilburg",2,48
"8853",1500,"Eday Housing Services","Amsterdam",2,62
"8854",1250,"HB Housing ","Amsterdam",2,45
"8855",950,"Pandomo Makelaars","Groningen",1,42
"8856",1100,"Pandomo Makelaars","Groningen",3,42
"8857",1395,"Jenter Real Estate","Den Haag",3,90
"8858",825,"NTC Vastgoed","Leeuwarden",4,92
"8859",1075,"Frisia Makelaars","Den Haag",3,116
"8860",1650,"Find your room","Amsterdam",2,110
"8861",1365,"IB Makelaars","Badhoevedorp",3,70
"8862",1750,"123Wonen Utrecht","Maarssen",3,125
"8863",735,"VerhuurPro Almelo","Enschede",3,55
"8864",1468,"TW3 Strategie Marketing Makelaardij B.V.","Den Haag",3,117
"8865",1350,"Hevesta Bemiddeling","Amsterdam",1,37
"8866",935,"P&D Housing","Tilburg",2,55
"8867",1795,"Björnd Makelaardij","Delft",4,100
"8868",2850,"Amsterdam Housing","Amsterdam",4,110
"8869",1250,"Amsterdam Housing","Amsterdam",1,28
"8870",1250,"Amsterdam Housing","Ouderkerk aan de Amstel",2,49
"8871",1550,"Amsterdam Housing","Amsterdam",2,65
"8872",1200,"Oude Delft Makelaardij","Delft",2,60
"8873",550,"RNC Wonen","Oss",1,16
"8874",1400,"BrinkBorgh Makelaardij","Amsterdam",2,43
"8875",1800,"Stad en Land Makelaars","Rotterdam",3,110
"8876",1800,"Ter Haar Makelaars B.V.","Amsterdam",3,64
"8877",1400,"Interhouse verhuurmakelaars Amsterdam","Amsterdam",2,44
"8878",1340,"123Wonen Breda","Breda",4,90
"8879",1250,"123Wonen Breda","Breda",3,76
"8880",1500,"Nosa Vastgoed","Ouderkerk aan de Amstel",3,88
"8881",1050,"Short Stay Houses","Vinkeveen",2,70
"8882",950,"Brix Housing","Venlo",3,57
"8883",1600,"Houses4let","Badhoevedorp",3,80
"8884",649,"HouseHunting Parkstad","Eygelshoven",4,75
"8885",1299,"Rotsvast Rotterdam","Rotterdam",2,65
"8886",380,"Rotsvast Tilburg","Tilburg",2,16
"8887",1300,"Stones Housing","Eindhoven",2,75
"8888",600,"CS Wonen","Roosendaal",1,36
"8889",1850,"Koster Di Giacomo","Weesp",7,160
"8890",1998,"Alcoco.nl","Amstelveen",4,100
"8891",2200,"Peter Bruin Makelaardij","Amstelveen",5,140
"8892",1500,"HB Housing ","Amsterdam",3,80
"8893",1375,"Heimstaden","Amsterdam",2,52
"8894",1100,"Kronenburg Living","Oosterbeek",2,62
"8895",2250,"Makelaarsassociatie B.V.","Wateringen",6,141
"8896",3500,"Estata Makelaars O.G.","Den Haag",7,208
"8897",2100,"The Perfect House","Amsterdam",3,86
"8898",935,"P&D Housing","Tilburg",2,55
"8899",1575,"Wolters Housing","Den Haag",3,98
"8900",1370,"KK Amsterdam","Diemen",2,70
"8901",2000,"AHA (Another Home Abroad)","Amsterdam",5,111
"8902",1975,"Kimmel & Co. Makelaarskantoor o.g. b.v.","Den Haag",3,83
"8903",5500,"Kimmel & Co. Makelaarskantoor o.g. b.v.","Den Haag",6,270
"8904",3300,"Amsterdam Beautiful Property Rental","Amsterdam",3,150
"8905",1500,"Parker & Williams Real Estate Services","Amsterdam",2,50
"8906",2000,"Parker & Williams Real Estate Services","Amsterdam",3,80
"8907",360,"De Noordelijke Verhuur Makelaars","Leeuwarden",1,12
"8908",400,"Woonhuis Limburg","Maastricht",1,10
"8909",1250,"Interhouse verhuurmakelaars Rotterdam","Rotterdam",5,100
"8910",1200,"The Hague Real Estate Services","Den Haag",5,80
"8911",1950,"Expat Rentals","Amsterdam",3,95
"8912",2050,"RE/MAX Pro","Amsterdam",3,107
"8913",2095,"Rotterdam Apartments","Rotterdam",3,115
"8914",995,"Duinzigt Wonen B.V.","Den Haag",4,70
"8915",1400,"Wooncompany Den Haag","Den Haag",3,71
"8916",1400,"Wooncompany Den Haag","Den Haag",3,83
"8917",995,"NederWoon verhuurmakelaars Arnhem","Arnhem",4,126
"8918",1000,"Woonzeker Rentals","Den Haag",2,77
"8919",1200,"Michiel Stolker Real Estate","Den Haag",2,80
"8920",1045,"STU-makelaardij B.V.","Eindhoven",2,59
"8921",1600,"DutchRelocate","Kolhorn",4,165
"8922",995,"Prevoo Vastgoed","Heerlen",4,130
"8923",1400,"VERRA Real Estate Rotterdam","Amsterdam",2,42
"8924",1425,"VERRA Real Estate Rotterdam","Rotterdam",3,68
"8925",1450,"Rotterdam Rent","Rotterdam",2,80
"8926",1250,"Wobeco Housing Agency","Den Haag",2,85
"8927",900,"Living Today","Alphen aan den Rijn",2,40
"8928",1500,"Rotsvast Eindhoven","Eindhoven",3,71
"8929",955,"P&D Housing","Tilburg",1,55
"8930",1350,"Hevesta Bemiddeling","Amsterdam",1,37
"8931",1300,"Rotsvast Eindhoven","Eindhoven",2,50
"8932",1300,"Four Star Apartments","Den Haag",1,35
"8933",1100,"Hopmans Wonen","Terneuzen",3,88
"8934",93,"123Wonen West-Brabant","Etten-Leur",1,10
"8935",1250,"De Run Trading B.V.","Eindhoven",2,52
"8936",1850,"Rotonda Real Estate","Amsterdam",3,75
"8937",1750,"Onkenhout Makelaars BV","Amsterdam",4,100
"8938",1850,"Van Gerwen Housing","Maastricht",3,137
"8939",1350,"Van Gerwen Housing","Maastricht",2,83
"8940",1400,"Rental Valley","Vinkeveen",1,50
"8941",1650,"G&D&Y Housing","Amstelveen",1,84
"8942",1375,"Housedby","Den Bosch",3,84
"8943",2850,"Housedby","Rosmalen",4,200
"8944",1950,"Visschedijk Makelaardij","Maastricht",10,161
"8945",1275,"IB Makelaars","Badhoevedorp",4,70
"8946",925,"123Wonen Arnhem","Zevenaar",3,65
"8947",1495,"Interhouse verhuurmakelaars Rotterdam","Schiedam",4,105
"8948",750,"Hopmans Wonen","Biervliet",3,95
"8949",1400,"Aham Vastgoed","Amsterdam",2,55
"8950",1600,"123Wonen Amsterdam","Amsterdam",4,82
"8951",1500,"Estata Makelaars O.G.","Den Haag",3,90
"8952",1195,"Inter Immo Almere","Almere",2,71
"8953",2250,"EasyMakelaars","Leiden",8,167
"8954",450,"De Huissleutel","Tilburg",1,26
"8955",1750,"Amsterdam Beautiful Property Rental","Amsterdam",3,100
"8956",4600,"Alberts & Muus Wonen","Utrecht",11,243
"8957",3500,"Dutch Housing Centre BV","Amsterdam",5,185
"8958",1599,"Rotsvast Gouda","Moordrecht",3,125
"8959",1175,"Woonzeker Rentals","Den Haag",1,75
"8960",1950,"IRES Netherlands","Hilversum",4,200
"8961",1168,"Q Makelaars","Den Haag",1,59
"8962",1475,"Hoogveste BV","Amstelveen",1,40
"8963",971,"Camelot Vastgoedbeheer BV","Utrecht",1,23
"8964",1495,"De Regenbogen Beheer","Den Haag",2,60
"8965",425,"Max Suites","Rotterdam",1,15
"8966",425,"Max Suites","Rotterdam",1,12
"8967",1650,"Amstel Housing Amsterdam","Amsterdam",3,77
"8968",1750,"Amstel Housing Amsterdam","Amsterdam",2,90
"8969",1799,"Maasstad Woningverhuur","Den Haag",3,100
"8970",1300,"G&D&Y Housing","Amsterdam",2,39
"8971",595,"CS Wonen","Middelburg",2,50
"8972",2750,"A Plus Apartments","Amsterdam",3,125
"8973",650,"MA/COM Stad- en regiomakelaars","Eindhoven",1,25
"8974",1750,"Wind makelaars","Ouderkerk aan de Amstel",3,81
"8975",1150,"PeOos Vakantiewoningen","Noordwijk",3,65
"8976",1125,"M&G Housing","Roermond",4,200
"8977",3500,"NumberXII Exclusive Real Estate","Den Haag",10,189
"8978",1275,"Dop & Dop Consultancy","Leidschendam",4,85
"8979",1149,"ViaDaan","Rotterdam",2,70
"8980",1345,"Interhouse verhuurmakelaars Haarlem","Haarlem",2,55
"8981",1650,"The Rental Agency Amsterdam","Amsterdam",2,30
"8982",1500,"RE/MAX Pro","Amsterdam",2,50
"8983",1237,"Find a House","Tilburg",2,62
"8984",1067,"Find a House","Tilburg",2,50
"8985",3250,"Interhouse verhuurmakelaars Hilversum & Almere","Naarden",5,249
"8986",1195,"Interhouse verhuurmakelaars Hilversum & Almere","Hilversum",2,56
"8987",1425,"BrinkBorgh Makelaardij","Amsterdam",2,42
"8988",1095,"Björnd Makelaardij","Delft",3,63
"8989",3600,"Björnd Makelaardij","Delft",8,240
"8990",1300,"123Wonen Eindhoven","Heel",5,120
"8991",1750,"Interhouse verhuurmakelaars Den Haag","Den Haag",7,145
"8992",1575,"Immobilia Real Estate","Rotterdam",3,79
"8993",835,"Nido Student","Utrecht",1,20
"8994",1600,"Maasstad Woningverhuur","Rotterdam",3,122
"8995",4000,"The Hague Real Estate Services","Den Haag",5,210
"8996",1600,"Ooms Makelaars Woningen","Rotterdam",3,101
"8997",1475,"123Wonen Den Bosch","Den Bosch",3,80
"8998",2450,"Wolters Housing","Den Haag",5,209
"8999",1620,"FRIS Vastgoed Management","Amsterdam",3,75
"9000",1250,"Expat Housing","Den Haag",2,60
"9001",1750,"Expathousing.com (Amsterdam) ","Amsterdam",3,60
"9002",850,"Wonen Limburg Accent","Panningen",5,122
"9003",1995,"Rotsvast Middelburg","Middelburg",6,218
"9004",1100,"HouseHunting Tilburg","Waalwijk",7,150
"9005",1525,"Juistwonen","Rotterdam",1,115
"9006",3000,"People On The Move Expat Rentals","Amsterdam",4,170
"9007",1950,"Rotsvast Middelburg","Vlissingen",3,53
"9008",2000,"Rotsvast Middelburg","Vlissingen",3,75
"9009",1600,"Rotsvast Middelburg","Middelburg",2,111
"9010",1395,"Kleingeld Makelaars","Amsterdam",1,50
"9011",2200,"De Verhuurmakelaar","Voorschoten",5,150
"9012",1150,"Rotsvast Breda","Breda",2,70
"9013",719,"HouseHunting Parkstad","Eygelshoven",4,75
"9014",1750,"Rotsvast Middelburg","Vlissingen",3,60
"9015",1250,"Wonen Hartje Rotterdam","Rotterdam",3,55
"9016",1750,"De Nederlanden","Amsterdam",3,55
"9017",1795,"Homey.rent","Rotterdam",5,92
"9018",1650,"De Plantage Makelaars","Amstelveen",3,80
"9019",1500,"Molenbeek Makelaars Utrecht","Utrecht",2,70
"9020",1300,"Van Herk makelaardij","Rotterdam",2,73
"9021",850,"Wooove B.V.","Dordrecht",2,51
"9022",2500,"Brummel & Beuk Makelaars ","Amstelveen",6,147
"9023",1250,"Rent an Apartment","Vlaardingen",4,86
"9024",1021,"realestate.nl ","Rotterdam",3,58
"9025",985,"OurDomain Amsterdam Diemen","Diemen",2,47
"9026",955,"P&D Housing","Tilburg",1,55
"9027",1500,"F.E. Real Estate","Amsterdam",2,45
"9028",725,"VerhuurPro Almelo","Enschede",2,35
"9029",1900,"Eefje Voogd Makelaardij","Amsterdam",3,102
"9030",300,"Domica Apeldoorn","Apeldoorn",1,18
"9031",2500,"Amsterdam Housing","Amsterdam",3,110
"9032",1800,"Amsterdam Beautiful Property Rental","Amsterdam",2,64
"9033",1275,"De Haagsche Makelaar","Rijswijk",4,100
"9034",1350,"HouseHunting Breda","Breda",3,80
"9035",1750,"Vastgoed & Co.","Amsterdam",2,75
"9036",4350,"Jaap In Huren","Amsterdam",6,240
"9037",950,"Dop & Dop Consultancy","Rotterdam",2,70
"9038",1275,"Gers Wonen","Rotterdam",6,115
"9039",3500,"VERRA Real Estate Rotterdam","Rotterdam",9,310
"9040",1650,"VERRA Real Estate Rotterdam","Rotterdam",2,112
"9041",1350,"Danka Consultancy","Rotterdam",4,50
"9042",1350,"Fransen Vastgoed","Barendrecht",4,93
"9043",2450,"Brick's Makelaardij","Breda",7,141
"9044",1200,"Rotsvast Middelburg","Groede",4,99
"9045",1325,"Rotsvast Hilversum","Bussum",4,100
"9046",1800,"Forte Makelaars","Amstelveen",4,100
"9047",2100,"Rotsvast Eindhoven","Eindhoven",3,118
"9048",1650,"Bianca Combee Housing Service","Amstelveen",3,94
"9049",1495,"NVV wonen","Rotterdam",3,90
"9050",850,"Heimstaden","Sittard",3,77
"9051",995,"Tweelwonen.nl Rotterdam","Rotterdam",1,50
"9052",1900,"Tameling Verhuur","Katwijk",4,116
"9053",300,"De Noordelijke Verhuur Makelaars","Leeuwarden",1,16
"9054",420,"De Noordelijke Verhuur Makelaars","Leeuwarden",2,28
"9055",2250,"BrinkBorgh Makelaardij","Amsterdam",3,67
"9056",1950,"Keij & Stefels Makelaars en Taxateurs","Amstelveen",3,116
"9057",985,"OurDomain Amsterdam Diemen","Diemen",2,47
"9058",2100,"The Perfect House","Amsterdam",3,86
"9059",1500,"Kimmel & Co. Makelaarskantoor o.g. b.v.","Den Haag",3,95
"9060",1195,"Björnd Makelaardij","Delft",2,50
"9061",1695,"Rotterdam Apartments","Rotterdam",3,85
"9062",1200,"City Estate","Schiedam",2,59
"9063",1425,"Eeya Real Estate Management","Amstelveen",3,55
"9064",1300,"Find your room","Amsterdam",2,60
"9065",1400,"Find your room","Amstelveen",2,60
"9066",1150,"Regio56 Makelaars & Huisvesting ","Waalre",2,60
"9067",1250,"Property Pool","Amsterdam",4,110
"9068",1300,"Uw Partner in Onroerende Zaken","Wormerveer",3,80
"9069",995,"The Real Estate Company","Den Haag",2,30
"9070",1000,"B500","Bussum",2,40
"9071",1260,"Altijd Wonen","Amstelveen",2,50
"9072",1800,"Rotsvast Leeuwarden","Franeker",5,100
"9073",630,"ViaDaan","Rotterdam",1,20
"9074",1450,"HB Housing ","Amsterdam",2,60
"9075",1995,"EHR Rotterdam ","Ridderkerk",7,160
"9076",995,"Home of Orange","Weesp",3,45
"9077",1250,"Tweelwonen.nl Rotterdam","Rotterdam",3,95
"9078",995,"123Wonen het Gooi","Bussum",3,50
"9079",1750,"Avenir Vastgoed","Den Haag",2,95
"9080",1500,"Forte Makelaars","Amstelveen",4,75
"9081",1490,"Your Home Makelaardij","Amsterdam",2,55
"9082",2345,"The Hague Real Estate Services","Den Haag",3,125
"9083",2750,"Makelaarskantoor Carla van den Brink","Amsterdam",3,139
"9084",6800,"Valerius Rentals","Amsterdam",6,221
"9085",995,"Björnd Makelaardij","Delft",1,33
"9086",1300,"Keij & Stefels Makelaars en Taxateurs","Amstelveen",2,77
"9087",2200,"Amsterdam Housing","Amstelveen",5,140
"9088",1675,"Amsterdam Housing","Amsterdam",3,63
"9089",1325,"Compass Housing Amsterdam","Amsterdam",3,68
"9090",835,"Nido Student","Utrecht",1,20
"9091",2950,"Amsterdam Housing","Amsterdam",6,150
"9092",800,"Domica Apeldoorn","Laag-Soeren",2,53
"9093",1850,"Rotterdam Apartments","Rotterdam",5,99
"9094",1395,"Wolters Housing","Den Haag",3,80
"9095",1300,"Interhouse verhuurmakelaars Amsterdam","Amsterdam",2,44
"9096",2150,"ViaDaan","Middenmeer",5,125
"9097",795,"ViaDaan","Rotterdam",3,46
"9098",1195,"SMART Housing & Makelaars","Eindhoven",5,115
"9099",722,"Karens Real Estate","Den Haag",1,30
"9100",1395,"De Haagsche Makelaar","Den Haag",3,90
"9101",1150,"Rotsvast Den Haag","Voorburg",3,60
"9102",1500,"Rotsvast Eindhoven","Eindhoven",3,93
"9103",1300,"Rotsvast Eindhoven","Eindhoven",2,64
"9104",1200,"Samen Wonen Vastgoed Makelaardij","Veldhoven",2,120
"9105",2330,"In de Stad","Rotterdam",3,140
"9106",1200,"Border Estate+ B.V.","Maastricht",2,50
"9107",2900,"Listings","Amsterdam",3,130
"9108",1100,"Ideaal Housing & Makelaars","Schiedam",3,80
"9109",1750,"Het Hoofse Huis","Maastricht",3,90
"9110",1050,"Samen Wonen Vastgoed Makelaardij","Eindhoven",1,55
"9111",1550,"Oei Housing Amsterdam - Expat Apartments","Amsterdam",2,52
"9112",2200,"Star Housing","Maastricht",3,100
"9113",1650,"Rotsvast Amsterdam","Amsterdam",2,53
"9114",1295,"Rotsvast Rotterdam","Rotterdam",2,75
"9115",312,"Rotsvast Tilburg","Tilburg",1,10
"9116",1650,"Eveleens Makelaars","Aalsmeer",3,72
"9117",1350,"HB Housing ","Hoofddorp",3,65
"9118",1550,"Hoen Vastgoedbeheer ","Amsterdam",3,44
"9119",1495,"Interhouse verhuurmakelaars Rotterdam","Rotterdam",5,95
"9120",2000,"The Hague Real Estate Services","Den Haag",4,113
"9121",985,"OurDomain Amsterdam Diemen","Diemen",2,47
"9122",1295,"VHPN","Rotterdam",3,80
"9123",1300,"Aham Vastgoed","Amsterdam",3,45
"9124",1550,"Valerius Rentals","Amsterdam",3,27
"9125",1750,"Kimmel & Co. Makelaarskantoor o.g. b.v.","Den Haag",3,72
"9126",2250,"Parker & Williams Real Estate Services","Amsterdam",3,80
"9127",1700,"Rotsvast Middelburg","Middelburg",3,140
"9128",1400,"SCB Vastgoed","Rotterdam",5,122
"9129",2750,"Keizerskroon makelaars","Amsterdam",3,130
"9130",2500,"Keizerskroon makelaars","Amsterdam",2,110
"9131",1500,"Your key housing","Amsterdam",2,35
"9132",2100,"Aaiman Rentals","Volendam",4,100
"9133",1750,"Listings","Amsterdam",3,75
"9134",775,"Vivir Wonen","Gorinchem",2,35
"9135",2300,"Sonar appartementen","Den Haag",3,90
"9136",1050,"Ideaal Housing & Makelaars","Rotterdam",3,85
"9137",1350,"Het Hoofse Huis","Maastricht",3,95
"9138",915,"Siebbeles Vastgoed","Haarlem",2,41
"9139",1350,"Loftly","Rotterdam",3,68
"9140",1750,"Property Pool","Amstelveen",3,99
"9141",1500,"Property Pool","Amsterdam",2,53
"9142",1225,"Home to rent","Woerden",3,71
"9143",1800,"Rotsvast Middelburg","Vlissingen",6,110
"9144",1000,"Rotsvast Middelburg","Vlissingen",1,75
"9145",1650,"Makelaarsgroep Ameo - Amsterdam West & Centrum","Amsterdam",3,71
"9146",2420,"IRIS Housing Rotterdam","Rotterdam",4,133
"9147",1495,"Your-House","Utrecht",4,92
"9148",500,"Maasstad Woningverhuur","Rotterdam",5,10
"9149",1500,"City Housing Amsterdam","Amsterdam",2,55
"9150",1600,"City Housing Amsterdam","Amsterdam",2,50
"9151",2500,"Linda Housing","Rotterdam",3,126
"9152",1400,"Amstel Property Agency","Amsterdam",2,57
"9153",935,"P&D Housing","Tilburg",2,55
"9154",985,"OurDomain Amsterdam Diemen","Diemen",2,47
"9155",1400,"Keij & Stefels Makelaars en Taxateurs","Amsterdam",1,60
"9156",800,"Rental Valley","Zandvoort",1,30
"9157",750,"Rental Valley","Zandvoort",1,21
"9158",975,"Rent a Room Delft","Delft",1,60
"9159",600,"University Housing","Delft",3,12
"9160",905,"Reham Makelaars | Taxateurs","Hulst",3,75
"9161",995,"Vereniging Hendrick de Keyser","Leeuwarden",1,116
"9162",1400,"Domica Leiden","Leiden",2,56
"9163",5750,"City Homes","Amsterdam",4,170
"9164",1750,"Huisportaal.nl","Amsterdam",2,70
"9165",1550,"123Wonen Breda","Breda",4,90
"9166",1150,"Hopmans Wonen","Axel",4,172
"9167",1500,"072wonen","Alkmaar",1,50
"9168",2475,"Rotterdam Apartments","Rotterdam",3,115
"9169",1995,"Tijdelijk Twee Woningen","Amsterdam",4,110
"9170",1395,"City Housing Maastricht","Maastricht",4,85
"9171",1275,"Interhouse verhuurmakelaars Amsterdam","Amsterdam",2,41
"9172",1450,"Expathousing.com (Amsterdam) ","Amsterdam",2,45
"9173",1750,"Hakkenbroek Housing Company","Hilversum",4,110
"9174",1050,"SH Consultancy","Amersfoort",2,85
"9175",1150,"Stoit Groep","Eindhoven",2,52
"9176",2500,"Quadyck Real Estate BV","Purmerend",5,150
"9177",995,"Border Estate+ B.V.","Maastricht",2,80
"9178",1800,"Grand Apartments Amsterdam","Amsterdam",2,70
"9179",5500,"Grand Apartments Amsterdam","Amsterdam",4,340
"9180",1175,"HouseHunting Rotterdam","Rotterdam",3,84
"9181",1250,"HouseHunting Rotterdam","Rotterdam",3,94
"9182",1295,"City Housing Maastricht","Maastricht",3,65
"9183",1450,"Huurinc Housing","Eindhoven",3,85
